NelsonMountainTuff,RatCreekTuff,CebollaCreekTuff,SnowshoeMountainTuff,support,precision,recall,local_f1,micro f1,macro f1,weighted f1,iteration,drop
94,2,1,3,100,0.9791666666666666,0.94,0.9591836734693876,0.9575,0.957507185324845,0.957507185324845,0,no_drop
2,97,1,0,100,0.9797979797979798,0.97,0.9748743718592964,0.9575,0.957507185324845,0.957507185324845,0,no_drop
0,0,100,0,100,0.9090909090909092,1.0,0.9523809523809524,0.9575,0.957507185324845,0.957507185324845,0,no_drop
0,0,8,92,100,0.968421052631579,0.92,0.9435897435897436,0.9575,0.957507185324845,0.957507185324845,0,no_drop
94,2,1,3,100,1.0,0.94,0.9690721649484536,0.9250000000000002,0.9250479144517424,0.9250479144517424,0,plag
0,97,2,1,100,0.9797979797979798,0.97,0.9748743718592964,0.9250000000000002,0.9250479144517424,0.9250479144517424,0,plag
0,0,100,0,100,0.8064516129032258,1.0,0.8928571428571428,0.9250000000000002,0.9250479144517424,0.9250479144517424,0,plag
0,0,21,79,100,0.9518072289156626,0.79,0.8633879781420766,0.9250000000000002,0.9250479144517424,0.9250479144517424,0,plag
84,4,1,11,100,0.9333333333333332,0.84,0.8842105263157894,0.915,0.9142401673136528,0.914240167313653,0,san
3,96,1,0,100,0.96,0.96,0.96,0.915,0.9142401673136528,0.914240167313653,0,san
1,0,99,0,100,0.8839285714285714,0.99,0.9339622641509434,0.915,0.9142401673136528,0.914240167313653,0,san
2,0,11,87,100,0.8877551020408163,0.87,0.8787878787878789,0.915,0.9142401673136528,0.914240167313653,0,san
95,2,0,3,100,0.95,0.95,0.95,0.94,0.9399518422609442,0.9399518422609442,0,biot
4,91,4,1,100,0.978494623655914,0.91,0.9430051813471504,0.94,0.9399518422609442,0.9399518422609442,0,biot
0,0,100,0,100,0.8849557522123894,1.0,0.9389671361502347,0.94,0.9399518422609442,0.9399518422609442,0,biot
1,0,9,90,100,0.9574468085106383,0.9,0.9278350515463918,0.94,0.9399518422609442,0.9399518422609442,0,biot
93,2,3,2,100,0.96875,0.93,0.9489795918367346,0.9525,0.952572585735325,0.952572585735325,0,cpx
2,97,1,0,100,0.97,0.97,0.97,0.9525,0.952572585735325,0.952572585735325,0,cpx
0,1,99,0,100,0.9,0.99,0.9428571428571428,0.9525,0.952572585735325,0.952572585735325,0,cpx
1,0,7,92,100,0.9787234042553192,0.92,0.9484536082474226,0.9525,0.952572585735325,0.952572585735325,0,cpx
97,0,1,2,100,0.941747572815534,0.97,0.9556650246305418,0.9675,0.9675521267495272,0.9675521267495272,0,glass_maj
2,97,1,0,100,1.0,0.97,0.9847715736040608,0.9675,0.9675521267495272,0.9675521267495272,0,glass_maj
1,0,99,0,100,0.9519230769230768,0.99,0.9705882352941176,0.9675,0.9675521267495272,0.9675521267495272,0,glass_maj
3,0,3,94,100,0.9791666666666666,0.94,0.9591836734693876,0.9675,0.9675521267495272,0.9675521267495272,0,glass_maj
94,2,1,3,100,0.903846153846154,0.94,0.9215686274509804,0.9350000000000002,0.9352724081297308,0.9352724081297308,0,glass_tr
4,91,5,0,100,0.978494623655914,0.91,0.9430051813471504,0.9350000000000002,0.9352724081297308,0.9352724081297308,0,glass_tr
4,0,96,0,100,0.897196261682243,0.96,0.927536231884058,0.9350000000000002,0.9352724081297308,0.9352724081297308,0,glass_tr
2,0,5,93,100,0.96875,0.93,0.9489795918367346,0.9350000000000002,0.9352724081297308,0.9352724081297308,0,glass_tr
