NelsonMountainTuff,RatCreekTuff,CebollaCreekTuff,SnowshoeMountainTuff,support,precision,recall,local_f1,micro f1,macro f1,weighted f1,iteration,drop
96,1,1,2,100,0.897196261682243,0.96,0.927536231884058,0.9425,0.942721592200539,0.942721592200539,4,cpx
4,94,2,0,100,0.9894736842105264,0.94,0.964102564102564,0.9425,0.942721592200539,0.942721592200539,4,cpx
3,0,97,0,100,0.9150943396226416,0.97,0.941747572815534,0.9425,0.942721592200539,0.942721592200539,4,cpx
4,0,6,90,100,0.9782608695652174,0.9,0.9375,0.9425,0.942721592200539,0.942721592200539,4,cpx
96,1,1,2,100,0.897196261682243,0.96,0.927536231884058,0.9425,0.942721592200539,0.942721592200539,4,glass_maj
4,94,2,0,100,0.9894736842105264,0.94,0.964102564102564,0.9425,0.942721592200539,0.942721592200539,4,glass_maj
3,0,97,0,100,0.9150943396226416,0.97,0.941747572815534,0.9425,0.942721592200539,0.942721592200539,4,glass_maj
4,0,6,90,100,0.9782608695652174,0.9,0.9375,0.9425,0.942721592200539,0.942721592200539,4,glass_maj
93,3,4,0,100,0.7153846153846154,0.93,0.8086956521739131,0.8649999999999999,0.8682094817618157,0.8682094817618156,4,glass_tr
12,83,5,0,100,0.9651162790697676,0.83,0.8924731182795699,0.8649999999999999,0.8682094817618157,0.8682094817618156,4,glass_tr
11,0,87,2,100,0.8787878787878788,0.87,0.8743718592964824,0.8649999999999999,0.8682094817618157,0.8682094817618156,4,glass_tr
14,0,3,83,100,0.976470588235294,0.83,0.8972972972972972,0.8649999999999999,0.8682094817618157,0.8682094817618156,4,glass_tr
96,1,1,2,100,0.897196261682243,0.96,0.927536231884058,0.9425,0.942721592200539,0.942721592200539,4,horn
4,94,2,0,100,0.9894736842105264,0.94,0.964102564102564,0.9425,0.942721592200539,0.942721592200539,4,horn
3,0,97,0,100,0.9150943396226416,0.97,0.941747572815534,0.9425,0.942721592200539,0.942721592200539,4,horn
4,0,6,90,100,0.9782608695652174,0.9,0.9375,0.9425,0.942721592200539,0.942721592200539,4,horn
83,13,3,1,100,0.9325842696629212,0.83,0.8783068783068783,0.8925,0.8940168930943658,0.8940168930943657,5,no_drop
3,92,5,0,100,0.773109243697479,0.92,0.8401826484018265,0.8925,0.8940168930943658,0.8940168930943657,5,no_drop
0,8,91,1,100,0.9191919191919192,0.91,0.914572864321608,0.8925,0.8940168930943658,0.8940168930943657,5,no_drop
3,6,0,91,100,0.978494623655914,0.91,0.9430051813471504,0.8925,0.8940168930943658,0.8940168930943657,5,no_drop
85,5,4,6,100,0.934065934065934,0.85,0.8900523560209425,0.9125,0.912142798861182,0.912142798861182,5,plag
4,90,6,0,100,0.8823529411764706,0.9,0.8910891089108911,0.9125,0.912142798861182,0.912142798861182,5,plag
2,5,93,0,100,0.8942307692307693,0.93,0.911764705882353,0.9125,0.912142798861182,0.912142798861182,5,plag
0,2,1,97,100,0.941747572815534,0.97,0.9556650246305418,0.9125,0.912142798861182,0.912142798861182,5,plag
57,13,6,24,100,0.7808219178082192,0.57,0.6589595375722543,0.7549999999999999,0.7518989714541926,0.7518989714541925,5,san
8,84,7,1,100,0.6829268292682927,0.84,0.7533632286995516,0.7549999999999999,0.7518989714541926,0.7518989714541925,5,san
3,13,82,2,100,0.8367346938775511,0.82,0.8282828282828283,0.7549999999999999,0.7518989714541926,0.7518989714541925,5,san
5,13,3,79,100,0.7452830188679245,0.79,0.7669902912621359,0.7549999999999999,0.7518989714541926,0.7518989714541925,5,san
85,5,4,6,100,0.934065934065934,0.85,0.8900523560209425,0.9125,0.912142798861182,0.912142798861182,5,biot
4,90,6,0,100,0.8823529411764706,0.9,0.8910891089108911,0.9125,0.912142798861182,0.912142798861182,5,biot
2,5,93,0,100,0.8942307692307693,0.93,0.911764705882353,0.9125,0.912142798861182,0.912142798861182,5,biot
0,2,1,97,100,0.941747572815534,0.97,0.9556650246305418,0.9125,0.912142798861182,0.912142798861182,5,biot
85,5,4,6,100,0.934065934065934,0.85,0.8900523560209425,0.9125,0.912142798861182,0.912142798861182,5,cpx
4,90,6,0,100,0.8823529411764706,0.9,0.8910891089108911,0.9125,0.912142798861182,0.912142798861182,5,cpx
2,5,93,0,100,0.8942307692307693,0.93,0.911764705882353,0.9125,0.912142798861182,0.912142798861182,5,cpx
0,2,1,97,100,0.941747572815534,0.97,0.9556650246305418,0.9125,0.912142798861182,0.912142798861182,5,cpx
85,5,4,6,100,0.934065934065934,0.85,0.8900523560209425,0.9125,0.912142798861182,0.912142798861182,5,glass_maj
4,90,6,0,100,0.8823529411764706,0.9,0.8910891089108911,0.9125,0.912142798861182,0.912142798861182,5,glass_maj
2,5,93,0,100,0.8942307692307693,0.93,0.911764705882353,0.9125,0.912142798861182,0.912142798861182,5,glass_maj
0,2,1,97,100,0.941747572815534,0.97,0.9556650246305418,0.9125,0.912142798861182,0.912142798861182,5,glass_maj
77,15,3,5,100,0.875,0.77,0.8191489361702129,0.8025000000000001,0.8043385075094628,0.8043385075094628,5,glass_tr
2,86,12,0,100,0.6666666666666666,0.86,0.7510917030567684,0.8025000000000001,0.8043385075094628,0.8043385075094628,5,glass_tr
